ID,Typ,Sparte,Institution,Adresse,PLZ,Ort,lat,lon,Webseite,Kommentare (Intern),
430,ORG+VENUE,"BÜHNEN, THEATER",Theaterdiscounter,Klosterstraße 44,10179,Berlin,52.5178019,13.4117099,https://theaterdiscounter.de/,,
431,ORG+VENUE,"BÜHNEN, THEATER",Theaterforum Kreuzberg,Eisenbahnstraße 21,10997,Berlin,52.5040006,13.4345971,https://www.tfk-berlin.de/,,
432,ORG+VENUE,"BÜHNEN, THEATER","Theaterhaus Berlin Mitte, Haus C",Wallstraße 32c,10179,Berlin,52.5110497,13.4113669,https://www.theaterhaus-berlin.com/,,
433,ORG+VENUE,BIBLIOTHEK,Theodor-Heuss-Bibliothek,Hauptstraße 40,10827,Berlin,48.136469,17.008135,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/mittelpunktbibliothek-schoeneberg/,,
434,ORG+VENUE,"BÜHNEN, THEATER",tik - Theater im Kino (nord/süd),nord: Rigaer Str. 77 / süd: Boxhagener Str. 18,10247,Berlin,52.512839,13.45532,http://www.theater-im-kino.de/,,
435,ORG+VENUE,"BÜHNEN, THEATER",Tiyatrom - Türkisches Theater Berlin,Alte Jakobstraße 12,10969,Berlin,52.503931,13.3993781,http://www.tiyatrom.de/,,
436,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,top e. V. – Verein zur Förderung kultureller Praxis,Stockholmerstr. 30,13359,Berlin,52.5604449,13.3833709,www.top-ev.de,,
437,ORG+VENUE,MUSEUM,U144,Ackerstraße 18,10115,Berlin,52.5313424,13.3966893,www.untergrundmuseum.de,,
438,ORG+VENUE,TANZSTUDIO/ PERFORMANCE,Uferstudios GmbH,Uferstraße 8,13357,Berlin,52.5518185,13.3743709,http://www.uferstudios.com/,,
439,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Uhrwerk,Soldiner Straße 103,13359,Berlin,52.5573676,13.390408,www.koloniewedding.de/orten.php?ort=Uhrwerk&uberuns,,
440,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,UNWETTER,,,Berlin,,,www.un-wetter.net,,
441,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,uqbar,Schwedenstr. 16,13357,Berlin,52.5551018,13.3752283,www.uqbar-ev.de,,
442,ORG+VENUE,TANZSTUDIO/ PERFORMANCE,URBANRAUM,Urbanstraße 93,10967,Berlin,52.4890192,13.4228777,http://urbanraum.com/,,
443,ORG+VENUE,"BÜHNEN, THEATER",Vaganten Bühne Gemeinnützige (SOMMERPAUSE),Kantstraße 12A,10623,Berlin,52.50598,13.32859,https://www.vaganten.de/startseite/,,
444,ORG+VENUE,BILDENDE KUNST,Verein der Berliner Künstlerinnen VdBK 1867 e.V.,Gitschiner Str. 61,10969,Berlin,52.49869,13.40933,http://www.vdbk1867.de/,,
445,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,"Videoart at Midnight, c/o BABYLON",Rosa-Luxemburg-Platz,10178,Berlin,52.5266977,13.4113305,www.videoart-at-midnight.info,,
446,ORG+VENUE,"BÜHNEN UND THEATER, LITERATUR, BILDENDE KUNST, DARSTELLENDE KUNST, TANZ / PERFORMANCE",Vierte Welt,Lychener Str. 37 (Postadresse Vierte Welt),10437,Berlin,52.5435389,13.4171045,http://viertewelt.de,,
447,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",Villa Elisabeth,Invalidenstraße 3,10115,Berlin,52.5331269,13.3972411,https://www.elisabeth.berlin/,,
448,ORG+VENUE,"BILDENDE KUNST, TANZ / PERFORMANCE",Vitrine01,Ubahnhof Birkenstraße,10551,Berlin,52.5323055,13.3413506,https://www.facebook.com/vitrinenulleins/,,
449,ORG+VENUE,"BÜHNEN, THEATER",Volksbühne,Linienstraße 227,10178,Berlin,52.5269137,13.411792,https://www.volksbuehne.berlin/de/,,
450,ORG+VENUE,"BÜHNEN, THEATER","WABE, Theater unterm Dach, Jugendtheateretage/Kunstwerkstätten",Danziger Str. 101-105,10405,Berlin,52.537467,13.4307639,https://www.theateruntermdach-berlin.de/index.html,,
451,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Walden Kunstausstellungen,Hufelandstraße 35,10407,Berlin,52.5309279,13.4347669,www.galerie-walden.de,,
452,ORG+VENUE,MUSEUM,Werkbundarchiv - Museum der Dinge,Oranienstraße 25,10999,Berlin,52.5010652,13.4206563,https://www.museumderdinge.de/,,
453,ORG+VENUE,WERKSTATT,WerkStadt e.V.,Emser Straße 124,12051,Berlin,52.4690073,13.4360672,www.werkstadt-berlin.com,,
454,ORG+VENUE,"MUSIK, SONSTIGES",Werkstatt der Kulturen,Wissmannstraße 32,12049,Berlin,52.48392,13.42283,info@werkstatt-der-kulturen.de,,
455,ORG+VENUE,SONDERKULTUREINRICHTUNG,Werkstatt künstlerische Lithografie,Defreggerstr. 12,12435,Berlin,52.4840505,13.4673226,http://www.lithowerkstatt-berlin.de/,,
456,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,WestGermany – Berlin,Skalitzer Str. 133,10999,Berlin,52.499294,13.419727,https://westgermany.wordpress.com/2013/09/22/15/,,
457,ORG+VENUE,BIBLIOTHEK,Wilhelm-Liebknecht-/Namik-Kemal-Bibliothek,Adalbertstr. 2,10999,Berlin,52.4998507,13.4185264,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/mittelpunktbibliothek-adalbertstrasse/,,
458,ORG+VENUE,BIBLIOTHEK,Wolfdietrich-Schnurre-Bibliothek,Bizetstraße 41,13088,Berlin,52.547703,13.4525391,https://www.berlin.de/stadtbibliothek-pankow/bibliotheken/wolfdietrich-schnurre-bibliothek/,,
459,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Wolfgang Krause Projekte,Oderberger Str. 4,10435,Berlin,52.53837,13.41094,www.wolfgang-krause-projekte.de,,
460,ORG+VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Steglitz-Zehlendorf: YouKunst ,Am Eichgarten 14,12167,Berlin,52.4462121,13.33493,http://youkunst.de/,,
461,ORG+VENUE,"OPERN, KONZERTHÄUSER, CHÖRE",Zeitgenössische Oper Berlin,Schwedter Str. 269,10119,Berlin,52.5326117,13.4120481,https://www.zeitgenoessische-oper.de/kontakt,,
462,ORG+VENUE,SONSTIGES,Zeitgenössischer Tanz Berlin e.V.,Uferstr. 23,13357,Berlin,52.5518019,13.3748991,www.ztberlin.de,,
463,ORG+VENUE,BIBLIOTHEK,Zentral- und Landesbibliothek Berlin,Breite Str. 30-36,10178,Berlin,52.51534,13.40446,https://www.zlb.de,,
464,ORG+VENUE,SONSTIGES,Zentrum Bundesrepublik Deutschland des Internationalen Theaterinstituts e.V. / MIME Centrum,Mariannenplatz 2,10997,Berlin,52.5038945,13.4240746,https://www.iti-germany.de/home/,,
465,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",ZENTRUM danziger50,Danziger Str. 50,10435,Berlin,52.5395692,13.4200047,http://danziger50.com/,,
466,ORG+VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Zentrum für offene Kommunikation,Bänschstr. 20,10247,Berlin,52.5187958,13.4609869,zok.cultd.net,,
467,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",Zitadelle Spandau,Am Juliusturm 64,13599,Berlin,52.5403517,13.2122902,http://www.zitadelle-berlin.de/,,
468,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,ZK/U,Siemensstrasse 27,10551,Berlin,52.533799,13.336468,www.zku-berlin.org,,
469,ORG+VENUE,SONSTIGES,Zona Dynamic,"Selchower Strasse, 9",12049,Berlin,52.479019,13.4226189,www.zonadynamic.com,,
470,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",ZUKUNFT am Ostkreuz/ Theater Zukunft,Laskerstr. 5 / Markgrafendamm,10245,Berlin,52.5013,13.4666,https://zukunft-ostkreuz.de/,,
471,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,zwanzigquadratmeter,Petersburger Straße 73,10249,Berlin,52.5196556,13.4528209,www.zqmberlin.org,,
472,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Zwitschermaschine c/o Kulturpark 3000 eV,Potsdamer Str. 161,10783,Berlin,52.4948712,13.3614554,www.zwitschermaschine-berlin.de/,,
,VENUE,BILDENDE KUNST,Keramikatelier Lichtenberg,Frankfurter Allee 203,10365,Berlin,,,https://www.berlin.de/ba-lichtenberg/auf-einen-blick/freizeit/kultur/artikel.298254.php,,
,ORG,"BÜHNEN UND THEATER,  DARSTELLENDE KUNST, TANZ / PERFORMANCE",machina eX GbR,Am Schlachtensee 2,14163,Berlin,,,https://www.machinaex.com,,
,VENUE,"BÜHNEN, THEATER",Hebbel am Ufer HAU 2,Hallesches Ufer 32,10963,Berlin,,,http://www.hebbel-am-ufer.de/,,
,VENUE,"BÜHNEN, THEATER",Hebbel am Ufer HAU 3,Tempelhofer Ufer 10,10963,Berlin,,,http://www.hebbel-am-ufer.de/,,
,VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Neukölln / Gemeinschaftshaus Gropiusstadt ,Bat-Yam-Platz 1,12353,Berlin,,,http://youngarts-nk.de/,"gehört zu Eintrag 190, wird über ""Institution"" deutlich. Oder muss anderer Bezug vermerkt werden?",
,VENUE,JUGEND-KULTURORGANISATION,MiK Jugendkunstschule Mitte: Atelier Farbklang,Auguststr. 21,10117,Berlin,,,http://mik.berlin/angebot/,,
,ORG+VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Friedrichshain-Kreuzberg: Fri-XBerg,Tempelhofer Ufer 18-19,10963,Berlin,,,https://www.frixberg.de/,,
,ORG+VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Pankow,Neue Schönholzer Straße 10,13187,Berlin,,,https://www.juks-pankow.de/,,
,ORG+VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Charlottenburg-Wilmersdorf,Nordhauser Str. 22,10589,Berlin,,,http://www.jugendkunstschule-charlottenburg-wilmersdorf.de/,,
,ORG+VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Spandau: Kunstbastion,Am Juliusturm 64,13599,Berlin,,,https://www.kunstbastion.de/,,
,ORG+VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Tempelhof-Schöneberg,Martin-Luther-Straße 46,10779,Berlin,,,http://juks-ts.de/,,
,ORG+VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Treptow-Köpenick,Karl-Kunger-Straße 29,12435,Berlin,,,http://www.jugendkunstschule-tk.de/,"neuer Standort ab vor. Mitte 2019: Mentzelstr. 28, 12555 Berlin",
,ORG+VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Marzahn-Hellersdorf,Kummerower Ring 44,12619,Berlin,,,http://www.kultur-marzahn-hellersdorf.de/JUGENDKUNSTSCHULE.724.0.html,,
,VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Marzahn-Hellersdorf: Schloss Biesdorf,Alt-Biesdorf 55,12683,Berlin,,,http://www.kultur-marzahn-hellersdorf.de/JUGENDKUNSTSCHULE.724.0.html,,
,ORG+VENUE,JUGEND-KULTURORGANISATION,Jugendkunstschule Lichtenberg,Demminer Str. 4,13059,Berlin,,,http://www.juks-lichtenberg.de/,,
,ORG+VENUE,JUGEND-KULTURORGANISATION,"Jugendkunstschule Reinickendorf: ""Atrium""",Senftenberger Ring 97,13435,Berlin,,,https://www.atrium-berlin.de/,,
,VENUE,"JUGEND-KULTURORGANISATION, SONDERKULTUREINRICHTUNG",Jugendkunstschule Marzahn-Hellersdorf: KulturGut Alt-Marzahn,KulturGut Alt-MarzahnAlt-Marzahn 23,12685,Berlin,,,http://www.kultur-marzahn-hellersdorf.de/JUGENDKUNSTSCHULE.724.0.html,,
,VENUE,"JUGEND-KULTURORGANISATION, SONDERKULTUREINRICHTUNG",Jugendkunstschule Marzahn-Hellersdorf: Kunsthaus Flora,Florastr. 113,12623,Berlin,,,http://www.kultur-marzahn-hellersdorf.de/JUGENDKUNSTSCHULE.724.0.html,,
,ORG+VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME","Galerie Parterre und Kunstsammlung Pankow
",Danziger Str. 101-105,10405,Berlin,,,http://www.galerieparterre.de,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Galerie im Prater,Kastanienallee 5,10435,Berlin,,,https://www.berlin.de/kunst-und-kultur-pankow/einrichtungen/galerie-im-prater/,geschlossen wegen Sanierung bis vor. Ende 2020,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Kulturhaus Spandau Galerie,Breite Str. 6,13597,Berlin,,,http://kulturhaus-spandau.de/veranstaltungsort/galerie/,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Galerie im Tempelhof Museum,Alt-Mariendorf 43,12107,Berlin,,,https://www.hausamkleistpark.de/index.php/gmt/,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME","Zitadelle Spandau - ZAK Zentrum für Aktuelle Kunst, Alte Kaserne",Am Juliusturm 64,13599,Berlin,,,http://www.zitadelle-berlin.de/museengalerien/galerie-alte-kaserne/,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Zitadelle Spandau - Ausstellungssäle Bastion Kronprinz,Am Juliusturm 64,13599,Berlin,,,http://www.zitadelle-berlin.de/museengalerien/galerie-kronprinz/,Wegen Umbau geschlossen,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Galerie im Saalbau,Karl-Marx-Str. 141,12043,Berlin,,,https://www.berlin.de/kunst-und-kultur-neukoelln/kulturorte/galerie-im-saalbau/,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Galerie 100,Konrad-Wolf-Str. 99,13055,Berlin,,,https://www.berlin.de/ba-lichtenberg/auf-einen-blick/freizeit/kultur/artikel.298243.php,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Galerie im Kulturhaus Karlshorst,Treskowallee 112,10318,Berlin,,,https://www.berlin.de/ba-lichtenberg/auf-einen-blick/freizeit/kultur/artikel.298250.php,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",rk - Galerie für zeitgenössische Kunst im Ratskeller,Möllendorffstraße 6,10367,Berlin,,,https://www.berlin.de/ba-lichtenberg/auf-einen-blick/freizeit/kultur/artikel.298241.php,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Studio im HOCHHAUS,Zingster Str. 25,13051,Berlin,,,http://studio-im-hochhaus.de,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",GalerieEtTAGE im Museum Reinickendorf,Alt-Hermsdorf 35,13467,Berlin,,,https://www.museum-reinickendorf.de,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Rathaus-Galerie Reinickendorf,Eichborndamm 215-239,13437,Berlin,,,https://www.kunstamt-reinickendorf-rathausgalerie.de/,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Bärenzwinger,Im Köllnischen Park,10179,Berlin,,,https://www.baerenzwinger.berlin,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Galerie im Turm,Frankfurter Tor 1,10243,Berlin,,,http://galerie-im-turm.net/,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Kunstraum Kreuzberg / Bethanien,Mariannenplatz 2,10997,Berlin,,,http://www.kunstraumkreuzberg.de/,,Kommunale Galerie
,VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME; Projektraum",Haus am Kleistpark - Projektraum,Grunewaldstr. 6-7,10823,Berlin,,,https://www.hausamkleistpark.de/index.php/projektraum/,,Kommunale Galerie
,VENUE,MUSEUM,"Museum Spandau, Zeughaus der Zitadelle",Am Juliusturm 64,13599,Berlin,,,http://www.zitadelle-berlin.de/museengalerien/stadtgeschichtliches/,,
,VENUE,MUSEUM,Museum Neukölln,Alt-Britz 81,12359,Berlin,,,http://museum-neukoelln.de/,,
,VENUE,MUSEUM,Bezirksmuseum Marzahn Hellersdorf / Haus 2,Alt-Marzahn 55,12685,Berlin,,,http://www.kultur-marzahn-hellersdorf.de/BEZIRKSMUSEUM-MARZAHN.11.0.html,,
,VENUE,MUSEUM,"Steglitz Museum, Heimatverein Steglitz",Drakestraße 64A,12205,Berlin,,,http://steglitz-museum.de/,,
,VENUE,MUSIKSCHULE,"Musikschule Fanny Hensel, Zweigstelle Wedding",Ruheplatzstraße 4,13347,Berlin,,,https://www.berlin.de/musikschule-mitte/,"in Sanierung, Ausweichquartier: Swinemünder Str. 80, 13355 Berlin ",
,VENUE,MUSIKSCHULE,"Musikschule Fanny Hensel, Zweigstelle Mitte",Wallstraße 42,10179,Berlin,,,https://www.berlin.de/musikschule-mitte/,,
,VENUE,MUSIKSCHULE,"Musikschule Fanny Hensel, Zweigstelle Tiergarten",Turmstraße 75,10551,Berlin,,,https://www.berlin.de/musikschule-mitte/,,
,VENUE,MUSIKSCHULE,"Musikschule Béla Bartók, Standort Senefelderstraße",Senefelderstraße 6,10437,Berlin,Pankow,,https://www.berlin.de/musikschule-pankow/standorte/senefelderstr/,,
,VENUE,MUSIKSCHULE,"Musikschule Béla Bartók, Bildungszentrum am Antonplatz",Bizetstraße 27,13088,Berlin,Pankow,,https://www.berlin.de/musikschule-pankow/standorte/bizetstr/,,
,VENUE,MUSIKSCHULE,"Musikschule Béla Bartók, Standort Friedrich-Richter-Straße",Friedrich-Richter-Str. 8,13125,Berlin,Pankow,,https://www.berlin.de/musikschule-pankow/standorte/friedrich-richter-str/,,
,VENUE,MUSIKSCHULE,"Musikschule Friedrichshain-Kreuzberg, Zweigstelle",Zellestraße 12,10247,Berlin,,,https://www.ms-fk.de/musikschule.html,,
,VENUE,MUSIKSCHULE,"Musikschule City West, Unterrichtsstätte",Platanenallee 16,14050,Berlin,,,https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/musikschule/,,
,VENUE,MUSIKSCHULE,"Musikschule City West, Unterrichtsstätte",Prinzregentenstr 72,10715,Berlin,,,https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/musikschule/,,
,VENUE,MUSIKSCHULE,"Musikschule Spandau, Bildungszentrum Neustadt",Eiswerderstr. 7,13585,Berlin,,,www.musikschule-spandau-berlin.de,,
,VENUE,MUSIKSCHULE,"Leo-Borchard-Musikschule, Haus der Musik",Grabertstr. 4,12169,Berlin,,,https://www.berlin.de/musikschule-steglitz-zehlendorf/,,
,VENUE,MUSIKSCHULE,"Leo Kestenberg Musikschule, Außenstelle Alt-Mariendorf",Alt-Mariendorf 43,12107,Berlin,,,https://www.lkms.de/kontakt.html,,
,VENUE,MUSIKSCHULE,"Musikschule Paul Hindemith, Gutshaus Britz",Alt Britz 81,12359,Berlin,,,http://www.musikschuleneukoelln.de/,,
,VENUE,MUSIKSCHULE,"Musikschule Paul Hindemith, Frauenviertel",Elfriede-Kuhr-Straße 11,12355,Berlin,,,http://www.musikschuleneukoelln.de/,,
,VENUE,MUSIKSCHULE,"Musikschule Paul Hindemith, Kulturbunker 1",Rungiusstraße 19,12347,Berlin,,,http://www.musikschuleneukoelln.de/,,
,VENUE,MUSIKSCHULE,"Joseph-Schmidt-Musikschule, Standort Adlershof",Hans-Schmidt-Str. 6/8,12489,Berlin,,,https://www.berlin.de/musikschule-treptow-koepenick/,,
,VENUE,MUSIKSCHULE,"Schostakowitsch-Musikschule, Standort Lichtenberg-Nord",Wustrower Straße 26,13051,Berlin,,,http://www.schostakowitsch-musikschule.de/seiten/standorte.html,,
,VENUE,MUSIKSCHULE,"Schostakowitsch-Musikschule, Lichtenberg-Süd",Stolzenfelsstraße 1,10318,Berlin,,,http://www.schostakowitsch-musikschule.de/seiten/standorte.html,,
,VENUE,MUSIKSCHULE,"Musikschule Reinickendorf, Artrium",Senftenberger Ring 97,13435,Berlin,,,https://www.berlin.de/ba-reinickendorf/service/einrichtungen/musikschule/,,
,VENUE,MUSIKSCHULE,"Musikschule Reinickendorf, Unterrichtsstätte Frohnau",Fuchssteinerweg 15,13465,Berlin,,,https://www.berlin.de/ba-reinickendorf/service/einrichtungen/musikschule/,,
,VENUE,,Kulturareal im Ernst-Thälmann-Park,Danziger Str. 101-105,10405,Berlin,,,,,
,ORG+VENUE,JUGEND-KULTURORGANISATION,MiK Jugendkunstschule Mitte - Haupthaus,Schönwalder Straße 19,13347,Berlin,,,http://mik.berlin,,
,ORG+VENUE,,,,,,,,,,
